# {"t_start": 1582886354.9327137, "env_id": "Hopper-v2"} 
r,l,t
14.019098,28,4.687633
14.420125,21,4.897541
7.68215,10,4.999957
11.556634,13,5.135011
7.43178,13,5.26706
13.875635,25,5.526714
9.745968,18,5.706972
8.16273,22,5.933045
4.967535,20,6.13509
11.848436,14,6.280528
11.823904,15,6.434464
10.405721,15,6.590499
10.316144,14,6.734397
40.707499,49,7.242577
6.962341,14,7.389076
8.889328,12,7.514915
9.112976,15,7.674116
24.042084,23,7.912211
7.272856,9,8.004273
13.719135,24,8.250868
6.498265,8,8.334098
5.306688,7,8.407075
4.654074,10,8.508067
8.995966,14,8.65547
6.579027,17,8.8313
10.88266,25,9.08863
12.580825,13,9.220965
10.724122,12,9.34368
11.601177,13,9.475687
6.577232,24,9.720439
8.674818,17,9.896525
7.721559,16,10.059915
8.946239,11,10.173577
9.396616,13,10.309134
10.159086,21,10.52151
7.036459,11,10.634905
6.345209,14,10.781054
9.085217,22,11.009772
8.916379,11,11.123853
17.373585,19,11.312009
7.515593,21,11.528852
6.335929,8,11.61393
15.346909,17,11.7912
29.28324,31,12.110764
5.036718,7,12.183967
8.981595,12,12.309739
5.386974,14,12.455868
7.32189,14,12.600296
5.895042,8,12.688609
7.353644,21,12.912888
18.830851,18,13.100657
8.939825,21,13.321378
8.8636,12,13.45252
6.744194,17,13.666716
5.98225,21,13.933527
9.376673,14,14.081017
7.958438,11,14.197159
12.57208,22,14.427527
10.060922,16,14.593419
9.932377,28,14.884629
6.081612,11,15.001986
6.426422,9,15.096042
12.985457,16,15.263439
6.07463,10,15.368754
9.005179,24,15.62238
18.872977,20,15.827443
10.616763,21,16.044187
8.196931,10,16.149543
7.517537,9,16.242416
10.914669,12,16.364786
12.752989,19,16.562497
8.379981,12,16.6872
7.105213,19,16.882044
13.071951,30,17.18834
6.981594,13,17.320868
12.015853,24,17.564102
9.099808,17,17.738075
7.73316,15,17.891494
9.542725,16,18.055754
7.326129,13,18.188065
46.006967,39,18.589669
6.378288,14,18.732127
6.380796,13,18.866351
12.047217,14,19.009848
10.317384,14,19.153055
14.063274,17,19.326214
9.159387,18,19.507813
7.040082,13,19.640949
6.473481,28,19.919117
7.086258,9,20.012789
11.197795,13,20.144285
8.711141,11,20.257092
15.278507,21,20.470978
8.412503,14,20.611201
8.797813,11,20.723981
30.522879,27,20.998857
7.133771,11,21.117856
9.3832,16,21.284615
33.758982,37,21.662787
8.42624,10,21.763316
7.814151,15,21.916693
8.573229,10,22.020534
6.45755,8,22.104292
11.844837,19,22.299166
14.89309,15,22.450174
10.215692,12,22.572363
12.980255,24,22.817088
6.213445,17,22.989979
10.420579,12,23.112111
8.966039,11,23.22473
9.02608,15,23.372905
14.645444,22,23.597317
10.096119,20,23.796277
8.988916,18,23.977459
18.237382,22,24.200673
7.972444,10,24.303665
7.869966,14,24.444072
19.674946,28,24.723523
8.542973,16,24.883856
11.316449,32,25.207282
13.554675,28,25.478109
11.750963,13,169.165848
26.599664,27,169.443131
11.042882,12,169.562698
7.208123,13,169.69453
9.29236,13,169.824561
10.088705,12,169.94547
31.698054,37,170.324169
9.749783,13,170.455434
8.493052,14,170.595602
24.746498,32,170.91801
8.530556,17,171.092082
10.998961,19,171.28722
26.801446,37,171.663815
11.010985,14,171.805337
11.181716,13,171.935987
8.976264,15,172.088433
9.53791,15,172.241404
34.487433,30,172.543286
26.778973,31,172.858597
21.169266,21,173.071691
9.355113,11,173.189
8.850847,15,173.341789
6.389934,8,173.423205
11.717217,17,173.596863
10.30176,12,173.716365
18.792962,27,173.985779
8.67127,11,174.097158
11.771185,18,174.283891
3.73891,28,174.566599
9.467661,34,174.911546
5.096779,9,175.001442
12.536564,29,175.294892
11.604851,19,175.486383
10.700369,24,175.731598
46.042945,64,176.380956
16.388513,23,176.614045
12.55031,21,176.826352
10.857716,15,176.979635
15.008282,15,177.130019
10.339133,22,177.355742
22.349651,26,177.616502
16.372598,31,177.930879
10.530194,29,178.225641
4.661489,14,178.36694
10.211757,32,178.695445
61.439419,69,179.393532
25.131355,21,179.606622
14.851486,18,179.789691
17.094016,17,179.961493
7.20439,10,180.061707
10.080474,11,180.172714
13.383187,14,180.318784
8.737534,13,180.449326
37.421066,43,180.89033
8.310479,18,181.071553
9.161141,12,181.191201
10.94026,16,181.359449
13.716006,18,181.557201
8.739945,10,181.661306
22.209951,31,181.991911
13.769413,15,182.145832
20.771668,20,182.357684
9.721904,11,182.474254
7.594318,19,182.672761
35.651707,28,182.964095
8.982688,13,183.099476
24.618614,21,183.311535
9.561138,11,183.429004
10.194596,13,183.560021
5.727618,9,183.651548
9.912294,24,183.888768
7.290078,23,184.129819
11.988571,21,184.342533
12.709684,14,184.486618
27.262237,48,184.972985
9.332393,11,185.086434
7.995303,12,185.207451
6.850284,9,185.297749
18.007156,25,185.551656
8.219462,10,185.653522
27.703658,30,185.956772
6.278687,8,186.037921
19.568513,38,186.420696
6.333897,8,186.512729
7.015371,18,186.694676
13.606979,24,186.936385
33.824625,33,187.27444
5.604053,8,187.358212
21.451716,23,187.596841
6.811262,9,187.688839
6.440363,9,187.781236
31.214583,26,188.044488
13.428529,16,188.20961
12.775428,14,188.352966
11.952888,13,188.485462
9.562233,11,188.603073
11.233046,31,188.920808
19.124814,20,189.129317
13.986261,17,189.304709
24.741002,26,189.568858
8.450248,12,189.692794
10.969349,14,189.837733
11.508605,30,333.925854
13.316974,29,334.225223
40.700814,37,334.609362
12.216225,27,334.90425
24.024057,23,335.149466
20.569653,23,335.377988
21.629166,22,335.608503
11.341443,19,335.806159
14.133854,14,335.957275
39.223441,48,336.454717
40.998094,42,336.890013
15.989829,26,337.158723
9.465133,11,337.269775
24.028341,27,337.554655
57.221133,53,338.109558
8.338581,12,338.233057
13.934347,24,338.482328
4.7178,15,338.640129
11.811422,14,338.786918
15.854986,27,339.069234
21.528135,31,339.393936
26.206416,30,339.704834
14.351647,25,339.968591
189.011357,116,341.189903
104.067152,86,342.096402
85.586053,56,342.68889
