# {"t_start": 1582694281.7796445, "env_id": "MountainCarContinuous-v0"} 
r,l,t
-105.301761,999,6.615235
-104.563775,999,11.045638
-89.651513,999,66.099832
-94.090133,999,70.703642
-82.60947,999,115.327477
-83.608158,999,119.605449
-63.243691,999,205.509121
-58.446004,999,211.236001
-54.847841,999,275.615899
-56.933877,999,284.730298
-50.216943,999,350.323165
-54.297677,999,355.508903
-44.233028,999,429.933612
-42.907583,999,435.072179
-41.094219,999,508.014015
75.355198,756,514.926446
70.83244,762,576.337673
-37.059577,999,581.339192
-36.204,999,652.689998
88.531886,335,654.377015
80.605147,542,657.216686
88.598006,319,658.859843
78.091173,655,662.253559
76.710093,654,725.277698
85.57823,400,728.797491
81.546317,482,733.157192
82.582606,485,737.359286
88.218811,332,769.921479
83.887831,457,772.227347
90.358899,250,773.510576
88.277319,346,775.207595
87.597705,315,776.856048
87.809419,346,778.60801
