# {"t_start": 1582932219.0549965, "env_id": "Hopper-v2"} 
r,l,t
10.057745,14,3.832791
11.568909,17,3.977439
8.660016,15,4.107478
15.000285,21,4.286517
8.803275,13,4.397552
10.958045,20,4.570508
12.476151,22,4.76016
6.166017,9,4.836295
12.012132,16,4.975727
7.503931,31,5.245575
8.185676,14,5.368542
28.03675,40,5.715427
12.473077,15,5.830369
9.145237,13,5.93049
18.167137,44,6.250265
11.385718,15,6.36272
6.990077,11,6.436107
33.851455,46,6.77396
20.919286,27,6.982926
5.659276,9,7.056373
5.757462,8,7.12272
5.855224,9,7.195787
6.191448,9,7.274122
50.92667,34,7.562584
11.400195,15,7.681168
9.684091,11,7.76737
10.701843,19,7.929778
20.969117,30,8.172484
9.4667,16,8.310711
36.124651,45,8.701385
7.416764,11,8.79575
12.50709,16,8.933893
12.950202,23,9.134148
8.587454,13,9.244562
5.509372,9,9.321309
32.503988,30,9.582494
7.532364,12,9.686222
12.414126,26,9.911821
14.309842,28,10.128197
6.601349,10,10.200486
8.456196,16,10.331627
9.24202,30,10.570412
11.704845,17,10.714461
5.405498,10,10.797774
10.247469,29,11.02021
16.455094,24,11.211064
12.231649,23,11.395166
9.009199,10,11.47716
29.997979,24,11.64596
12.74484,19,11.785852
13.626219,24,11.975038
7.625637,13,12.065688
9.718557,16,12.202167
10.050849,16,12.320689
63.710769,58,12.769757
12.292013,18,12.91073
7.191657,9,12.986168
12.620141,14,13.102317
17.222773,36,13.403893
7.992147,13,13.511888
8.574138,13,13.619639
9.471916,12,13.717584
5.049503,8,13.777999
4.983185,8,13.83585
5.893937,9,13.90117
7.314481,9,13.968555
12.169644,19,14.109297
6.530601,11,14.184231
11.346626,16,14.293734
6.740571,10,14.361001
10.939388,20,14.518644
8.270921,10,14.601522
18.053644,25,14.803416
5.257129,8,14.868339
10.645773,14,14.98274
9.987056,17,15.111488
12.833169,17,15.237017
12.492798,15,15.345359
7.21876,12,15.428282
7.115124,21,15.57637
12.022837,20,15.726081
9.540345,14,15.843138
5.396947,7,15.889842
15.285623,20,16.033935
22.33155,46,16.363289
7.267648,33,16.61615
7.773315,10,16.697144
30.590336,30,16.922994
12.431923,14,17.039203
6.146939,11,17.116969
5.489862,20,17.280445
15.793721,20,17.416078
3.379093,9,17.4756
5.866015,9,17.533396
7.069821,9,17.592065
22.471508,21,17.741782
13.29366,20,17.893966
11.555632,18,18.020749
10.615533,12,18.107731
6.373051,8,18.16237
11.402213,17,18.278895
13.329663,21,18.419265
5.850685,13,18.506441
13.214901,16,18.61042
63.600451,46,18.913089
10.749479,21,19.048863
8.599528,13,19.134641
19.910391,19,19.256218
11.754035,26,19.451476
8.179395,14,19.549844
26.84701,29,128.703593
40.633217,35,128.97341
6.468976,9,129.036909
8.877281,12,129.128613
13.178225,21,129.291152
15.405589,21,129.461504
10.23036,12,129.554147
17.035534,21,129.708751
6.470468,10,129.793239
7.595453,11,129.884557
5.346832,8,129.938782
6.177608,9,130.012831
6.714183,10,130.097161
8.98554,12,130.201825
9.105417,14,130.307011
10.031741,15,130.417012
15.055121,26,130.633076
7.155519,9,130.709728
12.488305,14,130.820559
10.032857,14,130.929577
8.404508,10,131.002362
10.682509,15,131.109475
10.571949,14,131.214785
6.594289,10,131.299634
8.87581,11,131.39301
25.098944,34,131.643508
7.813236,10,131.727171
5.06516,9,131.802051
8.203063,11,131.892754
9.595112,13,131.986271
6.128478,9,132.054054
7.455097,11,132.134217
7.009215,9,132.196905
8.051343,10,132.276801
15.602252,18,132.410416
10.435603,16,132.544382
7.66938,10,132.625649
6.601047,9,132.696733
8.178371,14,132.812104
23.403546,20,132.976694
8.506457,11,133.067855
8.388129,12,133.165812
6.960824,10,133.242173
9.539188,15,133.35164
7.382526,11,133.441489
8.874139,10,133.523201
19.113966,19,133.677311
6.919919,13,133.780459
15.990729,23,133.963791
6.400595,9,134.035786
10.416016,23,134.226165
13.139086,22,134.387644
7.185275,13,134.493242
9.604113,11,134.58129
13.245337,18,134.701974
9.704612,11,134.779902
7.449294,10,134.85673
5.262163,8,134.922487
8.531774,12,135.01963
5.891298,15,135.139792
7.277011,10,135.220202
6.338931,9,135.292648
12.751531,15,135.411625
8.062178,10,135.49057
30.148413,33,135.741726
9.364095,21,135.903078
12.721183,15,136.018783
7.388712,14,136.128565
6.167514,9,136.189265
10.219023,13,136.29613
8.36699,16,136.41864
7.440672,15,136.534761
6.530162,10,136.602482
11.707037,15,136.713702
13.596077,17,136.848568
7.259474,10,136.927902
8.234426,15,137.048709
13.049084,17,137.187701
9.416273,13,137.278575
9.440477,13,137.372345
7.990477,12,137.466518
14.673175,18,137.592239
14.596886,20,137.753983
11.587254,19,137.888237
7.431997,11,137.975471
10.084435,13,138.0722
6.689018,9,138.144117
5.816966,8,138.207625
5.526959,8,138.26689
6.207603,9,138.332272
11.606922,37,138.604868
16.064263,24,138.780939
6.586332,11,138.863476
7.338891,13,138.967622
8.204713,10,139.033113
12.846702,15,139.157576
13.234754,15,139.271631
15.256177,19,139.4226
5.584401,8,139.480596
9.282411,12,139.564054
6.115199,9,139.624798
11.385405,19,139.770823
5.020886,8,139.827458
5.881276,8,139.8809
9.697817,12,139.959904
12.212828,28,140.178266
7.309083,10,140.245898
10.170435,18,140.38808
8.230177,11,140.468153
7.689009,11,140.552762
5.532087,8,140.619696
6.409549,10,140.701447
9.593834,11,140.778821
6.023538,8,140.840438
6.929165,11,140.927804
9.822631,12,141.023082
6.968203,10,141.092944
13.655596,13,141.190224
19.726289,33,141.449557
8.895085,12,141.542543
8.089015,10,141.62163
5.508942,9,141.694719
11.023695,15,141.815133
7.366659,11,141.903184
15.638711,17,142.032316
15.268526,25,142.232052
7.596037,11,142.311581
10.878015,15,142.41649
11.303031,15,142.536571
14.500887,19,142.677467
10.491997,14,142.789284
5.495221,8,142.850433
9.077021,12,142.947
5.979212,8,143.006855
7.870667,10,143.07462
8.659178,12,143.164163
6.782646,9,143.235862
10.185085,12,143.332515
10.458201,19,143.476521
6.410369,9,143.550791
11.314716,14,143.664102
8.122497,19,143.812204
10.372106,13,143.916153
11.682518,15,144.024014
10.999201,13,144.119265
19.42256,18,144.253103
10.656987,13,144.349844
9.059543,13,255.94002
7.275537,10,256.019626
7.249368,9,256.09692
6.242133,9,256.17358
11.625099,13,256.283823
7.351951,9,256.359917
9.290566,11,256.451548
9.028981,11,256.544263
6.0537,8,256.612798
13.933821,16,256.751425
7.104548,9,256.826223
7.04977,9,256.901365
6.4792,9,256.97659
10.318872,19,257.137226
6.031118,8,257.205332
6.152372,9,257.281245
7.778123,11,257.374396
7.876522,10,257.45975
7.344,14,257.578942
4.584446,8,257.647415
20.458095,18,257.799203
9.661389,12,257.902524
6.020121,8,257.970431
11.673418,14,258.089776
11.208454,31,258.352099
4.173606,7,258.412085
8.394352,11,258.506819
8.379594,10,258.591478
14.219017,19,258.753857
8.66514,15,258.882972
5.620667,11,258.976862
8.452994,12,259.077883
22.685523,21,259.257426
8.442683,10,259.343408
7.053601,10,259.429854
8.235206,10,259.514498
5.451246,9,259.589231
8.438134,11,259.682939
8.373634,13,259.793175
8.880619,11,259.885737
6.469671,9,259.961206
19.941038,23,260.159332
8.301438,10,260.243511
9.134016,12,260.345242
7.363101,9,260.421998
9.060425,12,260.522397
8.981087,12,260.625454
7.158372,11,260.719626
6.162288,8,260.789275
4.693162,7,260.848911
7.752965,13,260.96101
11.573703,13,261.072325
8.406667,10,261.157403
12.04513,18,261.310596
8.39225,12,261.412764
6.622802,9,261.489809
5.91317,10,261.575631
6.636625,9,261.65266
6.079425,9,261.728822
7.700569,11,261.823166
14.553613,14,261.942676
8.714581,11,262.03595
6.845176,10,262.119474
7.477315,9,262.195289
11.026114,21,262.375273
7.169386,9,262.451316
6.114119,8,262.520744
7.698215,13,262.631637
7.466779,9,262.709609
12.593871,14,262.827887
5.501183,10,262.913273
8.835866,11,263.005601
9.694858,13,263.115413
9.824855,15,263.240711
11.466434,12,263.342649
5.465773,9,263.420156
