# {"env_id": "Hopper-v2", "t_start": 1582720651.6868508} 
r,l,t
31.042043,28,2.618224
9.597664,16,2.687866
6.115886,9,2.724406
21.61293,25,2.823664
12.495534,27,2.931777
9.40208,23,3.024715
8.527233,11,3.068877
8.701175,25,3.167871
12.358144,14,3.224546
19.08652,18,3.296198
26.01398,25,3.395751
8.959314,12,3.444237
8.949124,15,3.504821
13.65978,14,3.561667
30.906247,29,3.679373
15.092505,17,3.747627
46.966791,44,3.920284
10.844586,16,3.985966
5.550392,9,4.022066
35.043432,40,4.181655
8.770453,14,4.23821
13.481032,16,4.303561
16.496726,16,4.36552
35.044393,33,4.496555
10.515884,14,4.556525
8.32482,12,4.605578
8.356739,14,4.661964
21.979038,20,4.743067
18.443957,17,4.813723
19.509785,29,4.927635
12.086854,14,4.986286
11.890891,19,5.059566
25.198422,25,5.156355
7.01999,10,5.196541
17.404197,25,5.293271
17.853259,25,5.469983
15.565836,16,5.601678
9.367662,12,5.679613
7.704089,13,5.770307
7.508527,11,5.849921
28.060595,24,6.012994
33.185983,29,6.205429
20.591893,24,6.360406
17.000684,24,6.512859
26.314736,25,6.667175
25.108986,22,6.819525
7.549368,13,6.906053
7.540074,14,6.999615
11.905998,34,7.216898
26.250392,27,7.39646
11.977416,12,7.474004
13.710127,23,7.632093
6.35101,11,7.695872
10.163222,16,7.796366
8.097299,11,7.875461
23.113923,23,8.023858
6.598941,10,8.092909
5.567639,9,8.152002
7.476704,10,8.20927
7.592121,10,8.269106
4.489374,7,8.317815
7.047312,12,8.405423
13.122699,15,8.508914
25.770167,25,8.676009
31.351465,28,8.856711
7.276219,12,8.936786
12.578344,14,9.029484
10.559634,12,9.105975
32.255175,27,9.295018
10.276548,14,9.382579
16.842577,17,9.496743
13.528356,20,9.639405
36.151427,36,9.888119
21.595844,27,10.07318
28.336376,26,10.231131
6.470064,15,10.330319
8.282092,11,10.392143
13.602495,15,10.486603
17.703696,37,10.735708
20.187957,23,10.884931
9.307534,19,11.012289
26.07105,26,11.180729
12.092346,17,11.294645
12.587599,13,11.37933
16.518072,28,11.567721
9.226723,14,11.656144
4.517115,8,11.703901
8.474563,11,11.780662
28.729359,30,11.962654
69.348591,64,12.385472
9.332925,15,12.478009
11.607396,13,12.568348
59.928608,45,12.853466
10.920846,12,12.93741
11.813024,17,13.04664
9.368767,13,13.135333
9.505985,15,13.236876
65.378913,53,13.576129
14.866273,15,13.671245
7.240354,10,13.732275
19.114651,21,13.866491
24.410543,30,14.064915
25.813426,26,80.377573
76.930183,56,80.602185
74.386714,77,80.909807
7.168312,10,80.950969
22.691583,21,81.033087
26.342082,24,81.125821
8.06194,11,81.169963
51.443462,35,81.30447
22.280632,24,81.399883
7.134692,10,81.440522
9.664842,13,81.494421
28.543394,24,81.591867
31.80946,26,81.694656
51.549419,35,81.833879
14.458658,16,81.898191
32.76906,25,82.000963
91.1791,68,82.264643
21.206889,19,82.34111
40.85921,32,82.4685
119.962853,93,82.830761
27.305304,36,82.973372
53.755821,43,83.140594
50.98317,36,83.27954
10.608076,13,83.329999
41.85706,34,83.461174
7.062673,11,83.50476
14.132893,22,83.590796
45.412335,37,83.731689
30.639808,27,83.836286
33.512659,26,83.939438
8.899272,12,83.987355
17.179381,28,84.095648
5.519843,8,84.126596
25.989205,23,84.215246
23.950002,30,84.332328
62.261694,41,84.491693
51.892708,51,84.687076
21.784154,19,84.760931
16.84482,25,84.85769
18.565832,18,84.927383
10.351123,15,84.987079
98.055013,65,85.237512
8.371966,28,85.345545
66.158395,75,85.641498
73.110011,46,85.928664
53.167164,55,86.301677
24.409143,34,86.557953
24.80407,23,86.707754
26.318615,41,86.975862
9.346973,11,87.047913
9.053685,12,87.123297
49.321828,30,87.322103
29.452433,22,87.466268
12.434345,14,87.553965
8.952787,11,87.624397
5.705323,18,87.741735
26.625999,29,87.93698
21.214406,23,88.090517
8.017762,10,88.160073
19.205196,28,88.347946
65.67311,66,88.796112
8.442952,11,88.869172
57.562342,41,89.124151
95.717738,83,89.688326
21.419609,18,89.806372
26.578463,23,89.955662
35.478562,32,90.163872
62.179029,63,155.027705
99.677302,57,155.24714
21.918928,21,155.330678
5.718293,9,155.367155
9.622473,12,155.414411
15.918119,16,155.47859
30.797398,28,155.587971
102.09279,76,155.885973
43.580469,33,156.020403
36.588547,28,156.130788
16.727464,17,156.198294
25.952513,25,156.295631
53.567581,40,156.450782
34.681378,29,156.564169
41.449417,60,156.797331
10.646583,14,156.853504
7.665405,10,156.893521
28.845508,44,157.06903
120.349034,80,157.38032
