0.000000000000000000e+00,1.133821200000000040e+01,9.916947000000000401e+00,2.251412999999999887e+00,2.399561599999999828e+01
1.000000000000000000e+00,9.805112900000001019e+00,7.045486499999999985e+00,4.549515000000000420e+00,3.293635700000000099e+01
2.000000000000000000e+00,9.930202799999999996e+00,9.287885500000001571e+00,5.593910000000000160e+00,1.981254799999999960e+01
3.000000000000000000e+00,7.825998300000000185e+00,6.875707500000000749e+00,3.678606999999999960e+00,1.556292700000000018e+01
4.000000000000000000e+00,5.920192000000000121e+00,6.160613500000000187e+00,3.579670000000000130e+00,7.522831000000000046e+00
5.000000000000000000e+00,1.050587239999999944e+01,6.904631999999999437e+00,3.928011000000000141e+00,4.510384299999999769e+01
6.000000000000000000e+00,9.869119500000000045e+00,9.521805499999999256e+00,6.618263999999999925e+00,1.594016200000000083e+01
7.000000000000000000e+00,1.674725599999999872e+02,1.875197754999999802e+02,1.811426000000000158e+01,3.053453139999999735e+02
8.000000000000000000e+00,1.109464883999999927e+02,1.126636734999999874e+02,8.337735999999999592e+00,1.778351000000000113e+02
9.000000000000000000e+00,9.000521999999998002e+01,7.770834399999999675e+01,6.989802099999999996e+01,1.500637260000000026e+02
1.000000000000000000e+01,1.450795521000000292e+02,1.537427225000000135e+02,7.540939500000000351e+01,1.808974169999999901e+02
1.100000000000000000e+01,7.987604579999999999e+01,7.800247949999999264e+01,7.002278300000000399e+01,9.607745099999999638e+01
1.200000000000000000e+01,9.937874519999999734e+01,1.017500014999999962e+02,8.697315199999999891e+01,1.126500730000000061e+02
1.300000000000000000e+01,6.672800249999998812e+01,6.734904050000000097e+01,6.160357100000000230e+01,7.164734699999999634e+01
1.400000000000000000e+01,6.081514819999999588e+01,6.251335300000000217e+01,1.811919699999999978e+01,7.759672600000000386e+01
1.500000000000000000e+01,6.295506970000000280e+01,5.984311900000000151e+01,3.638544600000000173e+01,8.767049299999999334e+01
1.600000000000000000e+01,4.094557099999999394e+01,2.823196049999999957e+01,5.633712000000000053e+00,9.735645100000000696e+01
1.700000000000000000e+01,6.126349390000000028e+01,6.565824449999999501e+01,1.021311700000000044e+01,8.946776499999999999e+01
1.800000000000000000e+01,6.084655529999999857e+01,7.719891200000000708e+01,8.761388999999999427e+00,1.016634420000000034e+02
1.900000000000000000e+01,5.937368349999999140e+01,7.510093449999999393e+01,9.906043000000000376e+00,1.182959790000000027e+02
2.000000000000000000e+01,4.716759899999999561e+01,2.135030400000000128e+01,1.195418599999999998e+01,1.104502209999999991e+02
2.100000000000000000e+01,9.453883490000001188e+01,9.786680450000000064e+01,6.488572100000000376e+01,1.107364000000000033e+02
2.200000000000000000e+01,9.858246129999999141e+01,1.031046374999999955e+02,7.769286200000000520e+01,1.160271199999999965e+02
2.300000000000000000e+01,1.146057546999999914e+02,1.136420224999999959e+02,1.039119840000000039e+02,1.310662210000000130e+02
2.400000000000000000e+01,1.139395281999999980e+02,1.145638375000000053e+02,8.728695399999999438e+01,1.413866730000000018e+02
2.500000000000000000e+01,1.110858091000000059e+02,1.143837829999999940e+02,8.426759900000000414e+01,1.347104280000000074e+02
