# {"t_start": 1582933537.6801894, "env_id": "Hopper-v2"} 
r,l,t
45.15533,46,3.632203
23.596165,28,3.843078
14.010511,16,3.955704
7.27063,13,4.066545
10.231658,12,4.161479
7.336331,14,4.256461
7.907369,17,4.393526
7.502188,12,4.478377
9.357167,14,4.576221
26.291682,24,4.758857
11.270898,16,4.878947
20.643928,22,5.041464
7.7561,15,5.156428
8.334571,10,5.235008
3.121262,11,5.309481
11.899922,13,5.412162
12.104728,24,5.610813
14.038034,16,5.737791
12.614129,17,5.856747
11.609654,15,5.960108
9.035381,11,6.048078
5.28378,23,6.237421
7.932342,21,6.407943
35.035506,49,6.784546
13.334495,25,6.984197
26.871894,35,7.249918
8.527649,13,7.353683
9.46573,18,7.489067
8.258995,12,7.588272
9.1924,19,7.74949
28.659748,27,7.94814
7.218188,20,8.104014
47.335706,36,8.393669
17.774055,26,8.593179
20.624797,26,8.786264
9.231641,21,8.938793
43.241746,39,9.223766
7.81475,10,9.297679
14.189449,19,9.42779
7.830087,11,9.502579
13.129091,15,9.602662
7.579012,14,9.697932
5.702662,21,9.842087
12.200904,23,9.99581
8.969004,13,10.098036
11.034313,18,10.249699
5.318835,28,10.479495
10.808244,24,10.674623
10.598186,15,10.795384
8.260491,11,10.881104
7.894742,20,11.045061
6.738009,17,11.182928
7.587964,19,11.331749
7.124297,9,11.404528
15.3851,16,11.52526
8.469712,19,11.662381
5.294249,23,11.833639
16.389283,23,12.012789
6.517402,10,12.090351
5.601534,14,12.198756
16.575472,23,12.362247
12.597842,24,12.557233
10.170353,13,12.662333
7.771124,14,12.764105
4.361764,20,12.893152
8.479598,15,12.990685
7.567985,18,13.129191
38.937338,34,13.394703
28.992796,23,13.572953
5.940931,12,13.67011
7.489977,11,13.746185
20.825951,21,13.882115
16.188379,22,14.055611
11.719993,25,14.257462
5.516665,13,14.361306
21.692471,24,14.557286
23.726736,29,14.78522
20.738412,31,15.004076
22.172184,27,15.194009
7.085315,9,15.257208
10.742416,16,15.368174
6.810862,9,15.43137
4.562696,26,15.638126
28.690527,41,15.964583
4.589157,17,16.099722
7.601562,28,16.306695
100.959782,54,16.689816
29.129075,24,16.867034
50.265304,36,17.157378
2.251413,18,17.305011
7.388647,23,17.483716
12.791889,24,17.66295
9.726689,14,17.763679
23.995616,30,17.981066
10.107205,13,18.086738
18.056991,27,18.302625
9.058995,12,18.395751
13.50958,24,18.58292
6.495095,27,18.795042
6.630963,18,128.397321
10.776811,14,128.515131
6.151889,10,128.599208
5.93248,21,128.773383
6.518269,9,128.847693
9.299772,11,128.941092
8.680294,11,129.032009
4.943044,13,129.140311
6.385926,14,129.242115
11.472207,18,129.366155
10.973922,14,129.459678
21.827076,27,129.642006
8.572883,16,129.750107
7.241257,11,129.833247
5.630189,9,129.912921
6.930787,9,129.977442
15.962557,23,130.150453
4.656611,12,130.252054
11.021612,17,130.390902
10.890458,26,130.59223
19.364951,31,130.82911
8.175661,10,130.901572
9.574489,11,130.974058
8.665417,16,131.102031
54.783713,39,131.412671
11.62658,21,131.58193
9.289285,21,131.752498
9.858622,11,131.831784
6.476435,15,131.928494
5.607477,16,132.031738
6.360679,18,132.151061
16.984871,18,132.295097
10.337647,14,132.406568
12.348655,17,132.540186
10.028824,16,132.669163
15.055518,21,132.826501
10.811963,32,133.037629
4.737804,20,133.16782
17.683694,30,133.38533
6.690627,30,133.6194
7.549607,17,133.757739
5.817891,10,133.837872
5.055271,10,133.91871
5.56204,14,134.033306
4.905481,8,134.0878
9.16236,16,134.199921
15.388009,22,134.368343
16.757545,18,134.491485
14.973427,29,134.721421
5.151658,18,134.865138
11.451673,15,134.984707
11.473922,16,135.114916
8.620241,22,135.292057
5.734774,12,135.388063
6.340562,10,135.467293
9.845572,13,135.56368
11.818348,18,135.679627
5.639494,11,135.750069
5.064176,11,135.83392
16.701121,20,135.98423
7.302563,10,136.053111
6.064028,12,136.138336
6.990927,11,136.214715
5.887893,9,136.288734
7.498629,9,136.360029
10.039477,13,136.463287
12.336004,15,136.576658
9.743878,11,136.657642
8.848235,16,136.765731
18.065183,17,136.87764
6.46337,13,136.962002
39.81276,41,137.274935
19.092302,25,137.479755
9.537477,19,137.610725
5.888913,11,137.683131
9.528763,18,137.800974
70.170509,45,138.096478
7.009524,10,138.178767
12.838094,14,138.291975
6.419921,12,138.380405
8.5157,14,138.489266
8.216329,15,138.59739
10.027818,14,138.704303
13.669248,18,138.84771
36.945959,30,139.085613
14.123799,14,139.199321
10.878114,13,139.30401
8.81964,12,139.401026
21.824439,32,139.645317
10.334488,16,139.754359
15.383269,17,139.884139
4.536714,11,139.965175
11.754347,26,140.152869
8.889435,12,140.243729
8.740291,12,140.33223
8.339292,10,140.416005
16.373428,24,140.603509
12.124848,19,140.731262
24.327922,26,140.931109
8.794124,12,141.028834
35.779012,37,141.324501
9.389196,11,141.413713
10.232899,16,141.531583
10.780259,18,141.665988
17.642741,24,141.843671
26.352425,31,142.068179
7.585628,15,142.183275
9.277606,22,142.347183
6.640843,12,142.446668
7.719382,14,142.562455
6.905171,18,142.700946
8.434857,10,142.772575
7.185802,10,142.839943
9.81546,14,142.956254
4.549515,14,143.071841
6.261206,13,143.173155
32.936357,28,143.394895
5.983126,20,143.561683
6.154607,12,143.657347
9.825028,15,143.779371
9.142018,15,253.394932
9.527473,23,253.572837
7.979979,16,253.703139
4.296291,9,253.77748
6.625415,12,253.874541
6.389248,14,253.988137
6.367763,11,254.077468
12.686386,14,254.1903
12.792846,14,254.303866
7.191104,15,254.425666
12.461034,20,254.585141
6.82459,18,254.722816
9.188516,21,254.885693
17.866863,21,255.054932
8.363274,16,255.180932
9.084698,15,255.297447
3.956021,16,255.422506
3.895515,13,255.52611
5.872934,20,255.67912
6.578736,10,255.748921
19.28244,20,255.884878
7.794203,14,255.987096
8.154745,10,256.062354
6.115697,11,256.151851
6.24289,10,256.235229
9.370217,11,256.315652
12.812288,18,256.438761
6.804828,13,256.539782
4.722474,15,256.63911
17.52417,18,256.760961
6.567408,9,256.822269
3.399543,22,256.97004
8.276233,12,257.062085
8.588492,22,257.23738
8.495171,11,257.316838
9.91642,15,257.422595
4.370879,10,257.503035
5.649262,10,257.573443
2.930402,27,257.765458
6.051858,20,257.924038
5.78195,12,258.014664
10.599054,19,258.165962
7.030883,14,258.277859
6.978205,12,258.361411
7.490338,13,258.464603
6.185222,9,258.536519
4.465801,7,258.590492
11.640157,13,258.690627
4.67182,8,258.753763
8.078464,13,258.854226
6.603719,11,258.927872
4.949577,11,259.013508
5.238886,9,259.081936
8.444143,10,259.160557
8.291582,14,259.269943
3.36066,10,259.335701
8.46782,20,259.495713
28.284211,31,259.729379
7.36515,9,259.798827
12.043588,19,259.947456
7.438561,9,260.008245
7.707645,12,260.086445
7.674359,11,260.157362
7.371083,10,260.237099
9.75676,17,260.373974
14.58225,17,260.489247
8.390451,13,260.593773
6.783487,9,260.664443
6.435708,13,260.767943
9.601773,16,260.89258
6.634623,11,260.980786
5.654914,13,261.066262
9.734822,12,261.163341
5.828251,12,261.258742
