# {"t_start": 1582719392.9526267, "env_id": "HalfCheetah-v2"} 
r,l,t
-679.005817,1000,7.310818
-503.72255,1000,12.264992
-602.517964,1000,104.17061
-697.594035,1000,110.743404
-585.236756,1000,193.920078
-612.536802,1000,201.753232
-462.333632,1000,284.179875
-548.030813,1000,292.092552
-575.245345,1000,372.685501
-488.447325,1000,380.571512
-537.94021,1000,463.564378
-537.150473,1000,471.926917
-595.96212,1000,562.103068
-469.651206,1000,567.341692
-556.57497,1000,647.706956
-434.838624,1000,652.248057
-532.008427,1000,731.596666
-445.24426,1000,736.254398
-503.088006,1000,834.465013
-501.891176,1000,840.598622
-419.067773,1000,997.737239
-518.974559,1000,1007.928716
-491.478923,1000,1055.793806
-505.615587,1000,1063.495909
-489.725097,1000,1119.793191
