# {"env_id": "HalfCheetah-v2", "t_start": 1582846531.8346226} 
r,l,t
-611.324653,1000,17.803016
-531.365324,1000,31.556522
-677.992045,1000,212.140911
-586.671439,1000,225.886168
-725.053868,1000,394.209312
-664.789157,1000,405.67066
-699.86037,1000,577.339666
-591.076467,1000,588.391497
-569.820715,1000,762.948478
-621.064397,1000,774.623381
-608.084508,1000,937.651033
-630.234238,1000,951.05876
-578.519485,1000,1116.59958
-647.770767,1000,1127.811345
-619.167838,1000,1302.062383
-555.995972,1000,1313.54018
-624.187102,1000,1486.55126
-655.484984,1000,1498.117348
-643.775896,1000,1661.672081
-625.412455,1000,1675.139375
-624.582811,1000,1839.935076
-786.608763,1000,1851.526385
-713.668296,1000,1955.552322
-763.646732,1000,1967.423976
-808.972214,1000,2059.831792
-656.225399,1000,2071.042504
-704.092611,1000,2176.58195
-622.902586,1000,2188.53083
-642.536646,1000,2282.565682
-707.981079,1000,2293.842125
-666.873481,1000,2396.684782
-606.759626,1000,2409.861896
-732.471285,1000,2503.92453
-691.125648,1000,2515.557486
-784.469179,1000,2615.356349
-719.527891,1000,2629.135942
-813.685807,1000,2725.439536
-714.442433,1000,2737.320138
-651.108131,1000,2835.212302
-734.522154,1000,2849.254158
-698.393868,1000,2946.959881
-740.771834,1000,2958.701611
-719.955096,1000,2970.503957
-716.738065,1000,3066.495218
-768.459753,1000,3079.893628
-684.121725,1000,3179.790268
-709.454771,1000,3190.957547
-677.184025,1000,3282.953609
-794.805828,1000,3294.484137
-721.138078,1000,3400.506077
-752.994605,1000,3412.234412
-827.141551,1000,3505.447157
-740.959996,1000,3516.95995
-801.497062,1000,3644.100232
-973.808219,1000,3656.280341
-985.533846,1000,3749.519619
-1131.977986,1000,3761.230753
-1021.814459,1000,3866.674149
-1057.841045,1000,3878.068927
-1492.278423,1000,3971.793747
-1718.61127,1000,3983.714017
-4176.340375,1000,4089.30953
-4813.92593,1000,4100.978809
-5413.924568,1000,4193.786885
-5481.469792,1000,4205.523993
-3922.519298,1000,4308.320107
-5552.982069,1000,4322.053334
-4010.478749,1000,4414.313585
-5309.961656,1000,4426.242868
-5237.764279,1000,4524.961867
-4642.543687,1000,4538.733762
-3574.958491,1000,4634.811003
-6641.057957,1000,4646.753295
-6460.115189,1000,4737.38547
-6608.177137,1000,4750.817865
-6738.524994,1000,4853.707847
-6137.077642,1000,4865.307717
-5951.542457,1000,4954.751556
-5091.011382,1000,4965.621188
-5563.057516,1000,5070.86477
-4928.269421,1000,5082.423154
-4610.896443,1000,5176.110721
-4983.345349,1000,5187.897155
-4895.019638,1000,5293.799004
-4493.272122,1000,5305.623568
-4793.742434,1000,5316.945885
-4028.08599,1000,5410.003049
-4446.698637,1000,5421.343792
-6282.865845,1000,5527.613683
-5469.408177,1000,5539.680317
-5346.388568,1000,5633.671394
-5346.33094,1000,5645.338308
-4934.761711,1000,5747.889213
-4764.81608,1000,5761.597421
-4440.818291,1000,5858.08291
-4287.378545,1000,5869.318552
-4233.490959,1000,5967.561039
-4203.876581,1000,5981.155304
-4210.230621,1000,6079.975053
-4128.603929,1000,6091.335421
-3810.879448,1000,6185.544053
-3428.667741,1000,6198.916312
-3883.824091,1000,6300.172859
-3259.424555,1000,6311.984688
-3496.666444,1000,6424.581449
-3831.122524,1000,6437.977961
-3498.892263,1000,6540.599314
-3470.235222,1000,6552.136518
-3243.751337,1000,6645.926255
-3314.706103,1000,6657.369125
-2983.701971,1000,6762.199712
-3045.933605,1000,6773.478718
-3054.369125,1000,6865.937633
-2976.934315,1000,6877.255194
-2865.124336,1000,6983.624854
-2794.942966,1000,6995.251053
-2669.825776,1000,7086.743683
-2504.978338,1000,7098.004845
-2536.012887,1000,7202.136224
-2347.463771,1000,7215.622765
-2366.079518,1000,7309.287403
-2219.944409,1000,7320.904258
-2220.207134,1000,7419.807468
-2180.478962,1000,7433.097333
-2682.746813,1000,7528.354558
-2175.037312,1000,7539.540661
-2089.007284,1000,7635.312374
-2327.791735,1000,7648.659944
-1993.43561,1000,7662.882878
-2709.629556,1000,7763.643121
-2835.117223,1000,7774.757908
-4115.355208,1000,7868.750749
-2620.462793,1000,7881.921118
-5817.295421,1000,7985.10574
-2664.385077,1000,7996.245997
-2580.703817,1000,8087.133314
-5869.639368,1000,8098.893974
-2655.418129,1000,8203.085732
-2541.678657,1000,8215.164885
-2187.405242,1000,8306.056158
-6577.886578,1000,8317.60379
-3183.226182,1000,8425.40625
-3867.467824,1000,8436.776948
-2656.553765,1000,8528.234124
-5818.744374,1000,8540.154168
-2950.596492,1000,8643.771702
-4844.335784,1000,8657.312371
-7196.224129,1000,8749.310442
-7271.27493,1000,8760.551737
-2586.526876,1000,8859.090101
-2652.506959,1000,8872.531645
-2718.960607,1000,8971.527244
-2384.820643,1000,8982.77401
-6466.976984,1000,9075.528044
-2625.066415,1000,9088.940067
-1989.15228,1000,9212.391872
-2218.877442,1000,9223.965707
-2482.82644,1000,9314.841475
-5222.039732,1000,9328.739151
-5289.892367,1000,9431.472987
-5522.297084,1000,9442.97603
-1952.619134,1000,9536.63745
-2250.694664,1000,9548.083796
-2292.157517,1000,9653.900441
-2057.965449,1000,9664.816664
-5379.385604,1000,9757.289723
-3252.03107,1000,9768.725994
-4815.934776,1000,9871.923702
-2076.615918,1000,9883.716147
-2240.343056,1000,9977.516931
-1673.176886,1000,9988.959172
-1870.516576,1000,10000.25421
-2910.984529,1000,10104.615618
-2924.159468,1000,10116.837534
-1559.42307,1000,10210.337214
-1947.779327,1000,10221.545926
-1698.627714,1000,10322.266988
-2020.782045,1000,10335.509712
-4411.656915,1000,10433.186584
-1328.101509,1000,10444.936935
-1124.531423,1000,10542.316571
-4381.030015,1000,10555.77835
-1456.050945,1000,10654.853296
-2066.908657,1000,10666.167751
-2084.006067,1000,10759.651815
-1289.609386,1000,10772.302892
-1743.966586,1000,10877.871954
-3798.792464,1000,10889.202906
-1429.214601,1000,10981.92223
-2249.561648,1000,10993.332398
-2157.71222,1000,11099.857302
-2170.433336,1000,11111.148712
-1527.969148,1000,11205.112805
-2551.020419,1000,11216.342475
-1780.473347,1000,11323.291994
-1528.577395,1000,11335.147348
-2535.14284,1000,11430.014991
-2459.84159,1000,11441.951474
-1555.428682,1000,11545.661444
-1600.931802,1000,11558.09656
-1477.316197,1000,11652.880156
-1364.239665,1000,11664.540001
-1409.384234,1000,11764.413046
-1237.256324,1000,11777.810597
-1225.899701,1000,11874.251443
-1249.968779,1000,11885.512456
-2362.366257,1000,12006.377893
-1232.94812,1000,12020.465741
-1147.742879,1000,12116.086916
-1142.124932,1000,12127.62498
-1186.795562,1000,12222.549012
-1104.810942,1000,12236.283368
-1328.597783,1000,12337.24513
-1118.422523,1000,12348.742779
-891.922131,1000,12360.102463
-1068.415815,1000,12460.227207
-1031.538405,1000,12477.262026
-941.2132,1000,12600.316138
-895.189715,1000,12611.758218
-930.313134,1000,12704.000066
-900.458401,1000,12715.477316
-2867.870372,1000,12827.03989
-930.837029,1000,12842.586128
-875.058473,1000,12938.069399
-979.217201,1000,12949.574777
-854.184519,1000,13048.151813
-1760.846513,1000,13062.139265
-781.812922,1000,13165.342558
-1352.596352,1000,13177.072631
-722.606516,1000,13271.319556
-639.712821,1000,13282.768603
-650.131927,1000,13391.152573
-1287.187903,1000,13402.816269
-816.630598,1000,13498.29712
-551.845245,1000,13509.786752
-709.969681,1000,13617.496498
-563.007701,1000,13628.724824
-468.819613,1000,13718.767164
-674.524644,1000,13730.071857
-1477.249265,1000,13834.378397
-474.672955,1000,13847.663574
-528.322856,1000,13939.533778
-510.170659,1000,13950.913314
-492.514314,1000,14048.325028
-377.14739,1000,14061.605748
-535.413176,1000,14163.815913
-374.23843,1000,14175.32767
-423.101865,1000,14269.707328
-394.60782,1000,14281.971079
-403.56764,1000,14387.159516
-286.58475,1000,14398.932933
-609.914867,1000,14493.181496
-424.412593,1000,14504.758996
-401.118428,1000,14608.962479
-238.544562,1000,14620.747227
-151.852831,1000,14632.325733
-103.725457,1000,14726.927832
-251.208901,1000,14738.290415
-1440.113763,1000,14865.907698
-123.005685,1000,14877.613013
-206.864801,1000,14972.097178
-262.013833,1000,14983.793025
-181.210753,1000,15090.865976
-168.041384,1000,15102.938459
-270.764652,1000,15196.310811
-236.871262,1000,15208.040269
-67.921866,1000,15310.417232
20.438966,1000,15324.597833
19.68989,1000,15420.51721
-82.668154,1000,15432.077038
-134.192248,1000,15528.260517
-127.120845,1000,15542.750041
-85.993101,1000,15640.359242
-57.660607,1000,15652.174036
-44.165164,1000,15745.540506
-136.823172,1000,15760.147698
-149.838764,1000,15863.563501
-24.99316,1000,15875.207682
5.092292,1000,15964.547241
45.396623,1000,15976.456303
33.710212,1000,16082.345279
62.919474,1000,16094.030653
26.616129,1000,16188.059881
103.641623,1000,16198.834783
-53.581127,1000,16305.088568
238.618572,1000,16317.639543
92.10725,1000,16412.762856
183.371648,1000,16424.66754
61.912843,1000,16525.260717
-39.564643,1000,16537.839142
98.502331,1000,16634.551346
175.10829,1000,16645.986137
0.329401,1000,16741.117019
57.577871,1000,16754.322539
156.360572,1000,16856.545696
-264.908771,1000,16868.054713
217.653418,1000,16961.269173
172.35143,1000,16972.814118
270.819172,1000,16984.225817
267.118789,1000,17089.399891
384.040235,1000,17101.319412
364.27341,1000,17197.300302
332.943672,1000,17209.24626
547.832372,1000,17315.053436
259.274819,1000,17326.895285
379.588816,1000,17421.056191
279.550948,1000,17433.046435
454.06725,1000,17532.741309
312.277446,1000,17547.13484
362.980056,1000,17665.630925
-564.6802,1000,17677.367166
381.332222,1000,17774.29912
-923.031695,1000,17787.501135
412.021286,1000,17884.939973
471.77832,1000,17896.247939
415.966999,1000,17990.525519
646.917644,1000,18002.603848
470.710647,1000,18107.647637
620.689645,1000,18118.505574
520.684133,1000,18209.699876
-549.248855,1000,18221.061717
505.135224,1000,18328.775586
560.140608,1000,18341.116805
531.930074,1000,18435.164128
644.519024,1000,18446.637925
606.328674,1000,18550.53956
660.092361,1000,18564.299377
547.550163,1000,18662.879876
701.730032,1000,18674.766179
276.142602,1000,18773.191253
586.478953,1000,18786.544462
782.389673,1000,18887.315599
666.98847,1000,18898.884368
637.982836,1000,18994.96532
714.122015,1000,19007.589624
771.587871,1000,19114.143826
834.11547,1000,19125.741338
-819.611868,1000,19221.47932
650.193931,1000,19232.904789
878.243235,1000,19339.174591
748.272521,1000,19351.051327
747.75178,1000,19363.117945
684.606309,1000,19458.216809
755.287986,1000,19469.833439
782.726523,1000,19573.344275
783.934367,1000,19586.822212
908.896312,1000,19683.16557
