# {"env_id": "HalfCheetah-v2", "t_start": 1583028663.8526316} 
r,l,t
-604.605248,1000,29.442992
-602.87908,1000,49.943236
-723.755816,1000,286.9081
-709.611273,1000,309.712844
-691.329938,1000,507.384026
-702.291351,1000,522.951669
-605.061794,1000,734.752794
-463.396217,1000,748.263536
-669.629693,1000,947.425716
-721.458025,1000,959.303414
-692.105595,1000,1162.918998
-799.713761,1000,1174.1835
-709.776474,1000,1377.94976
-756.744116,1000,1389.220018
-675.742511,1000,1589.556505
-670.633943,1000,1600.764166
-843.702346,1000,1793.780109
-572.999153,1000,1805.683726
-779.252592,1000,1993.728961
-682.203237,1000,2008.331405
-675.09663,1000,2200.341053
-682.951811,1000,2214.539957
-525.897671,1000,2313.657415
-711.678677,1000,2324.620701
-685.940907,1000,2437.192161
-730.579655,1000,2452.354397
-709.969381,1000,2552.232288
-717.645691,1000,2563.297698
-704.834048,1000,2677.594545
-611.639917,1000,2692.895088
-694.403032,1000,2788.863335
-819.550165,1000,2796.532994
-715.505277,1000,2878.022558
-793.290207,1000,2888.687239
-840.273879,1000,2954.02998
-944.64757,1000,2962.773914
-950.258263,1000,3044.756466
-1268.35433,1000,3054.637543
-1259.274654,1000,3143.867683
-1744.93738,1000,3149.951828
-1911.066323,1000,3241.525847
-9532.201298,1000,3252.170861
-6318.129179,1000,3260.626124
-6132.181956,1000,3306.970984
-2326.484211,1000,3313.114812
-12238.347941,1000,3389.476959
-2445.542685,1000,3398.286854
-8896.289828,1000,3455.930454
-7090.055483,1000,3463.198249
-2713.85586,1000,3524.433045
-1980.631237,1000,3529.779991
-12300.145219,1000,3589.895998
-15043.079003,1000,3600.567514
-14828.840073,1000,3691.733462
-14880.195363,1000,3699.675988
-14660.83236,1000,3770.887451
-14614.370144,1000,3781.964833
-14498.746961,1000,3846.072907
-14356.26128,1000,3851.896595
-14310.251968,1000,3905.562084
-14168.534348,1000,3915.389977
-13907.825444,1000,3965.288583
-13967.996004,1000,3970.813376
-13826.938587,1000,4028.539869
-13663.730464,1000,4038.288564
-13612.989527,1000,4094.120797
-13558.204094,1000,4105.422884
-13319.207474,1000,4189.811084
-13116.794218,1000,4197.587627
-13089.500573,1000,4260.922774
-12669.231161,1000,4272.230989
-12642.332081,1000,4400.903506
-12425.927911,1000,4411.745534
