# {"env_id": "HalfCheetah-v2", "t_start": 1582847635.3058496} 
r,l,t
-731.664061,1000,15.675032
-532.008508,1000,27.065556
-742.785581,1000,219.544876
-653.065782,1000,231.170197
-800.102378,1000,403.177095
-592.449866,1000,414.869833
-668.787829,1000,587.108832
-411.635636,1000,599.52816
-650.710662,1000,758.830026
-806.449418,1000,772.281592
-711.056068,1000,943.619953
-645.451347,1000,955.523114
-693.768129,1000,1129.782621
-750.920849,1000,1140.911828
-649.315875,1000,1311.224873
-830.91464,1000,1322.841425
-657.80218,1000,1483.078538
-639.823296,1000,1496.896237
-711.043025,1000,1664.370265
-655.954969,1000,1675.399958
-706.778354,1000,1849.34409
-726.343943,1000,1860.814951
-738.349924,1000,1954.447865
-739.618026,1000,1967.773069
-797.503872,1000,2070.612222
-825.128197,1000,2081.778975
-799.18326,1000,2175.237664
-1317.050823,1000,2186.521026
-1267.818113,1000,2293.695991
-1425.984331,1000,2304.951608
-1376.187783,1000,2398.910238
-1361.922282,1000,2410.144282
-2027.139165,1000,2514.751495
-4375.405594,1000,2525.387656
-3957.543629,1000,2618.312428
-2446.769557,1000,2629.521347
-3009.833768,1000,2733.366159
-8976.347713,1000,2745.326616
-9092.793738,1000,2840.10751
-8842.633051,1000,2851.338289
-8784.667539,1000,2953.478618
-8027.206323,1000,2966.638528
-8729.27478,1000,2980.125714
-6880.112723,1000,3070.975367
-8180.191684,1000,3081.941438
-7743.9948,1000,3178.477871
-7092.743397,1000,3192.171387
-7191.890255,1000,3289.51238
-8452.429475,1000,3300.470755
-7192.770366,1000,3395.721855
-8386.939754,1000,3409.041664
-8270.559912,1000,3511.014965
-8132.986285,1000,3522.528735
-7337.409101,1000,3638.812579
-7509.735647,1000,3652.46257
-7722.185585,1000,3753.689752
-5866.699209,1000,3765.234164
-5138.349274,1000,3857.348002
-4604.973702,1000,3868.208057
-5591.057466,1000,3973.308958
-5964.325532,1000,3984.401733
-4251.512215,1000,4075.826592
-7093.92054,1000,4087.273963
-7144.226026,1000,4192.863439
-7757.289345,1000,4204.201102
-7886.837132,1000,4295.919921
-4495.913954,1000,4307.623576
-7182.070834,1000,4413.733732
-7696.964763,1000,4426.272134
-6517.477252,1000,4517.931172
-6326.897554,1000,4529.720451
-4516.557498,1000,4628.904071
-8621.384226,1000,4642.198942
-8456.683344,1000,4738.730391
-8224.843171,1000,4749.115442
-6242.502639,1000,4843.243193
-7839.816446,1000,4856.702363
-8061.159946,1000,4958.490753
-7793.475618,1000,4970.14484
-8229.366762,1000,5063.180228
-7870.579001,1000,5074.320865
-6254.736959,1000,5179.18448
-6368.033023,1000,5190.562321
-7859.007021,1000,5282.149557
-7872.006655,1000,5294.054158
-5931.881346,1000,5305.389813
-7720.605433,1000,5410.385632
-7934.119229,1000,5421.634018
-6539.491936,1000,5515.516404
-7878.957342,1000,5525.799911
-7022.588169,1000,5630.418895
-6934.035008,1000,5641.823824
-6841.460583,1000,5736.518484
-7424.153098,1000,5748.04918
-7291.328178,1000,5851.154402
-6768.464688,1000,5864.561429
-5626.097912,1000,5959.621962
-7103.701243,1000,5970.742952
-5331.159652,1000,6067.199705
-6635.981979,1000,6080.499756
-6067.189634,1000,6178.056724
-6429.865726,1000,6189.717481
-5952.193522,1000,6282.759539
-4709.566617,1000,6295.71526
-4794.002765,1000,6417.845571
-6643.204515,1000,6428.999235
-5586.605528,1000,6524.6601
-4613.900158,1000,6537.965699
-5876.460833,1000,6641.192403
-5922.961811,1000,6651.524148
-5669.099913,1000,6742.359689
-5660.123705,1000,6753.675981
-5024.032849,1000,6860.216053
-5264.07841,1000,6871.802157
-5508.090094,1000,6965.467589
-4267.425764,1000,6976.707469
-5171.291888,1000,7081.531952
-5080.899493,1000,7093.002315
-4926.279098,1000,7187.272973
-4796.507883,1000,7198.4531
-4717.004608,1000,7299.578266
-4474.711075,1000,7313.08882
-4236.81356,1000,7408.860857
-4321.91429,1000,7420.089645
-4303.391107,1000,7520.726541
-4035.645343,1000,7534.189772
-3944.224021,1000,7632.117895
-3623.28515,1000,7643.352849
-3342.535109,1000,7654.636543
-3889.591666,1000,7752.865496
-4840.436382,1000,7766.266517
-4239.255975,1000,7865.689362
-4309.943212,1000,7876.986426
-3976.689353,1000,7969.916157
-4026.246479,1000,7983.075898
-3887.816508,1000,8085.342274
-3664.82537,1000,8097.05612
-3501.162165,1000,8190.334579
-3451.919182,1000,8201.700124
-3124.464765,1000,8307.735737
-3908.19154,1000,8318.9685
-3715.000021,1000,8412.271712
-3655.632016,1000,8423.49877
-3488.475005,1000,8529.888649
-4214.110799,1000,8541.464051
-3090.051503,1000,8635.731572
-3757.503209,1000,8647.676464
-3803.381524,1000,8752.600181
-3332.757349,1000,8765.461831
-2898.579097,1000,8857.492526
-3355.248978,1000,8867.814532
-3318.386277,1000,8966.548027
-3193.49915,1000,8979.967519
-2718.597433,1000,9074.303781
-3263.135342,1000,9084.827133
-2912.876437,1000,9203.175195
-2527.755115,1000,9216.467099
-2860.824759,1000,9316.04822
-2859.446237,1000,9327.324373
-2690.807651,1000,9418.766944
-2540.836204,1000,9431.841356
-2531.780035,1000,9536.671832
-2485.750714,1000,9547.708877
-2381.431806,1000,9641.638149
-2306.802933,1000,9653.397883
-2187.311751,1000,9758.813874
-2144.834912,1000,9769.798922
-2138.043718,1000,9863.575146
-2159.696774,1000,9874.753779
-2230.510846,1000,9982.12817
-1859.961685,1000,9993.218593
-1825.183348,1000,10004.473487
-1668.644669,1000,10099.574506
-1556.318309,1000,10111.340042
-1520.314921,1000,10217.396204
-1626.121622,1000,10229.059417
-1429.108981,1000,10320.608272
-1524.950702,1000,10330.719182
-1682.127294,1000,10434.390736
-1376.090318,1000,10447.691116
-1507.353699,1000,10540.052821
-1345.397891,1000,10551.447438
-1294.620185,1000,10649.824946
-1308.677961,1000,10663.433413
-1218.089799,1000,10762.774409
-1147.467832,1000,10774.37505
-1086.814997,1000,10865.364747
-1169.06234,1000,10878.758632
-1066.775763,1000,10981.993483
-1219.431522,1000,10993.153769
-1140.297966,1000,11086.737507
-1247.223053,1000,11097.704215
-1069.726259,1000,11202.93322
-1111.917373,1000,11214.029008
-1006.470785,1000,11308.181944
-1039.929476,1000,11319.812178
-1028.81913,1000,11449.826175
-990.997045,1000,11465.57649
-948.357191,1000,11560.273005
-939.841487,1000,11572.032997
-954.682699,1000,11674.283763
-933.563638,1000,11688.102275
-985.921644,1000,11794.109347
-1016.489889,1000,11805.664195
-817.465637,1000,11900.857333
-923.521319,1000,11912.103663
-853.951254,1000,12044.534298
-841.986158,1000,12055.35222
-769.375091,1000,12150.286032
-813.298272,1000,12161.475831
-695.558467,1000,12269.084637
-853.283309,1000,12279.639737
-776.06362,1000,12376.088737
-993.005726,1000,12387.884175
-799.205396,1000,12399.188437
-758.309825,1000,12506.571027
-734.24065,1000,12517.64106
-702.933718,1000,12610.35606
-729.309097,1000,12621.944858
-691.342225,1000,12724.842405
-696.725267,1000,12738.145741
-643.470565,1000,12833.986761
-695.710313,1000,12845.233217
-886.735207,1000,12941.764942
-601.085355,1000,12955.034748
-816.717232,1000,13057.838138
-669.404889,1000,13069.195342
-638.84185,1000,13161.268311
-608.162215,1000,13172.218565
-763.645952,1000,13279.315365
-676.336358,1000,13289.881534
-607.102612,1000,13381.887911
-711.755293,1000,13393.276294
-555.855523,1000,13497.569504
-634.46082,1000,13509.226978
-751.919836,1000,13603.84802
-589.562261,1000,13615.546447
-534.364377,1000,13717.66275
-510.515185,1000,13731.25897
-558.155656,1000,13826.22728
-590.696864,1000,13838.154737
-384.995647,1000,13938.005435
-524.40866,1000,13951.687336
-456.440004,1000,14050.527647
-463.341135,1000,14061.860584
-498.709517,1000,14154.858502
-465.327366,1000,14167.91662
-398.498588,1000,14273.13932
-497.388465,1000,14284.227853
-395.973862,1000,14375.678745
-457.220353,1000,14386.916046
-556.202016,1000,14495.552451
-400.335685,1000,14506.297973
-498.468234,1000,14597.778951
-317.821846,1000,14609.222855
-370.487113,1000,14620.100129
-332.880716,1000,14726.218716
-361.202221,1000,14737.481252
-346.760373,1000,14851.759037
-350.464292,1000,14863.464154
-330.015158,1000,14968.830533
-336.923863,1000,14980.191041
-282.553916,1000,15074.705185
-325.92298,1000,15085.35613
-278.857999,1000,15190.103091
-405.496258,1000,15203.227808
-206.507145,1000,15298.187699
-213.355707,1000,15309.724383
-282.638228,1000,15409.371109
-174.709241,1000,15421.993125
-169.808952,1000,15520.681989
-152.619644,1000,15532.212116
-169.256476,1000,15626.508379
-189.315958,1000,15637.895166
-297.557978,1000,15740.754344
-324.538347,1000,15752.013546
-111.178632,1000,15847.068092
-109.083426,1000,15858.625521
-246.965613,1000,15962.674764
-201.888256,1000,15974.567943
-393.344832,1000,16069.424588
-136.267459,1000,16080.728575
-68.071357,1000,16183.597693
-37.720306,1000,16196.602428
6.319478,1000,16293.580468
-134.826472,1000,16304.94283
-70.067531,1000,16401.567416
-85.394514,1000,16414.463684
-73.774509,1000,16515.269235
93.850274,1000,16525.818053
0.065005,1000,16620.842613
45.559785,1000,16632.336186
40.155676,1000,16737.832942
58.885926,1000,16749.754442
-31.035513,1000,16844.870137
-14.409186,1000,16856.318364
91.251227,1000,16962.697465
-13.161471,1000,16974.713826
101.027124,1000,16986.287724
91.822261,1000,17079.498505
3.971123,1000,17091.056803
180.229806,1000,17192.214777
56.673629,1000,17205.200768
224.982498,1000,17303.049491
214.741828,1000,17314.382207
199.215991,1000,17411.695331
-428.940388,1000,17425.474754
-263.809834,1000,17528.410513
267.096074,1000,17539.675517
206.031914,1000,17656.179955
222.211658,1000,17669.486876
189.919251,1000,17772.485779
288.291137,1000,17784.162465
246.210491,1000,17880.448823
377.191806,1000,17892.072124
309.830857,1000,17998.238599
282.558271,1000,18009.432253
192.347876,1000,18103.432608
237.569866,1000,18115.103969
219.955199,1000,18218.934804
32.158116,1000,18231.940214
360.707703,1000,18326.229889
416.597655,1000,18337.166859
421.528062,1000,18437.173689
417.964785,1000,18450.311208
407.060916,1000,18550.807318
462.131769,1000,18561.56369
365.894918,1000,18656.069533
479.755706,1000,18667.664011
307.5216,1000,18772.516352
454.305641,1000,18784.333672
452.489918,1000,18879.54617
500.464438,1000,18890.640161
511.305003,1000,18995.073038
211.046973,1000,19007.773268
393.931269,1000,19103.978352
482.734245,1000,19115.116991
497.98157,1000,19215.056919
397.097069,1000,19228.312552
455.136605,1000,19329.65573
552.878183,1000,19340.797346
445.320027,1000,19352.473949
573.248811,1000,19446.339817
574.53167,1000,19459.417974
417.489341,1000,19563.857512
559.291898,1000,19575.236083
481.615698,1000,19671.422916
568.261853,1000,19682.570985
586.575537,1000,19787.239625
534.053697,1000,19799.061055
551.616629,1000,19893.302653
611.310941,1000,19904.748324
573.100997,1000,20007.647794
615.314249,1000,20017.974103
675.341801,1000,20101.535486
603.606415,1000,20111.730591
664.404249,1000,20194.913945
711.042852,1000,20204.714973
695.445172,1000,20286.223412
602.097082,1000,20296.117528
694.404252,1000,20394.996531
699.056664,1000,20404.890054
656.97241,1000,20484.540468
656.357019,1000,20494.803398
680.547388,1000,20579.511397
634.643577,1000,20590.0491
659.870809,1000,20672.18668
734.037632,1000,20681.951162
689.685483,1000,20763.091927
811.514017,1000,20772.864334
711.796788,1000,20853.513322
736.822237,1000,20863.364647
745.388484,1000,20945.513205
698.871389,1000,20954.980378
690.43825,1000,21035.573285
722.034667,1000,21045.277627
718.555059,1000,21126.397791
805.742449,1000,21136.10077
745.784977,1000,21215.652063
801.857778,1000,21225.302396
819.629329,1000,21307.018265
830.535397,1000,21316.759835
784.694501,1000,21398.754443
758.461813,1000,21408.509156
775.77471,1000,21418.347086
775.235742,1000,21500.318477
808.044231,1000,21510.045219
801.532737,1000,21591.347613
852.193445,1000,21601.586366
856.19928,1000,21682.901092
875.1217,1000,21692.674734
828.409437,1000,21774.382124
899.976529,1000,21784.756033
855.449091,1000,21866.922849
866.319753,1000,21877.103585
732.872325,1000,21958.329298
807.725349,1000,21968.365481
954.035296,1000,22050.235172
896.149897,1000,22060.416001
856.280828,1000,22143.354738
883.10304,1000,22153.353108
906.661193,1000,22235.921363
900.408696,1000,22245.693461
933.391644,1000,22327.062103
883.237161,1000,22337.224977
887.601858,1000,22419.161821
931.925357,1000,22429.559978
960.946613,1000,22509.39727
927.342037,1000,22519.668403
901.587406,1000,22601.350047
978.809592,1000,22611.656428
677.408615,1000,22709.297125
972.363993,1000,22718.716966
943.170518,1000,22798.392999
888.242299,1000,22807.834445
925.118906,1000,22886.44815
959.170654,1000,22896.129553
872.555928,1000,22973.983597
665.748448,1000,22983.416884
983.893774,1000,23061.571594
967.415433,1000,23071.199117
999.187057,1000,23149.768753
989.344732,1000,23159.512322
995.574092,1000,23237.899118
951.456272,1000,23247.37168
995.88407,1000,23326.148234
910.351998,1000,23335.702456
1007.941742,1000,23345.292769
961.37394,1000,23424.197747
966.968265,1000,23433.725499
985.966095,1000,23511.999075
1053.679185,1000,23521.745211
917.33616,1000,23601.282603
967.214083,1000,23610.361408
937.854724,1000,23688.470934
981.456382,1000,23698.16666
1031.689578,1000,23776.779505
1006.754841,1000,23786.427334
967.142773,1000,23865.375546
938.989859,1000,23875.081502
1052.239729,1000,23953.565284
998.252913,1000,23963.133438
1027.381258,1000,24042.194761
1013.43837,1000,24051.673627
1001.937871,1000,24129.901906
970.548288,1000,24139.281334
